Collection_Code,Formula,Prototype
602139,YCo2,Laves(cub)#MgCu2
34425,NbO2,NbO2
647465,SnO2,Rutile#TiO2
651207,TiS2,CdI2(hP3)
608372,LuAl2,Laves(cub)#MgCu2
621938,CeRh2,Laves(cub)#MgCu2
609078,PrAl2,Laves(cub)#MgCu2
62677,TiO2,Rutile#TiO2
63569,MnF2,Rutile#TiO2
36226,SiO2,Rutile#TiO2
603233,ScCo2,Laves(cub)#MgCu2
632788,NbFe2,Laves(2H)#MgZn2
104713,LaRu2,Laves(cub)#MgCu2
605124,EuAg2,CeCu2
102362,ErCo2,Laves(cub)#MgCu2
67069,HgI2,HgI2
641766,LaRu2,Laves(cub)#MgCu2
262348,SrF2,Fluorite#CaF2
621092,CeGa2,AlB2
44868,RhSe2,Pyrite#FeS2(cP12)
168352,SiO2,Quartz(low)#SiO2
164568,ErFe2,MgCu2(filled)-frame
58716,Be2Mo,Laves(2H)#MgZn2
200724,SiO2,Quartz(low)#SiO2
622772,ErCo2,Laves(cub)#MgCu2
103295,ErRh2,Laves(cub)#MgCu2
197386,GdRu2,Laves(2H)#MgZn2
57343,BaAg2,CeCu2
65497,SiO2,Ferrierite-frame#Si36O72
43322,Mo2C,Fe2N-zeta
100788,NdTe2,PrOI
56049,UGe2,ZrSi2
622766,ErCo2,Laves(cub)#MgCu2
196932,Li2S,Fluorite#CaF2
251219,YbBr2,Rutile#TiO2
79914,ZrO2,HfO2
200730,GeO2,Quartz(low)#SiO2
68819,PbI2,CdI2(hP3)
630404,ErFe2,Laves(cub)#MgCu2
415628,Fe2As,Cu2Sb
102809,Hf2Ga,CuAl2
605497,LaAg2,CeCu2
252738,CaC2,CaC2-I(I4/mmm)
42014,PbI2,CdI2(hR6)
613593,DyB2,AlB2
645919,NdSe2,PrOI
173982,Cu2O,Cuprite#Cu2O
631040,ErRu2,Laves(2H)#MgZn2
96537,ZrO2,Baddeleyite#ZrO2(mP12)
623322,GdCo2,Laves(cub)#MgCu2
49800,MoSe2,MoS2(4H)
182990,CeO2,Fluorite#CaF2
280681,BaN2,CaC2-II(C12/c1)#ThC2
639391,HoMn2,Laves(cub)#MgCu2
421214,PdCl2,PdCl2
158534,SiO2,Rutile#TiO2
57380,DyAg2,AlCr2#MoSi2
173969,CaBr2,CaCl2
68164,SiO2,Rutile#TiO2
633870,FeTe2,Marcasite#FeS2(oP6)
27673,ZnCl2,SiS2
644420,Si2Mo,AlCr2#MoSi2
29886,SiO2,Quartz(low)#SiO2
23415,CdO2,Brucite#Mg(OH)2
646237,PrNi2,Laves(cub)#MgCu2
33160,SrH2,Cotunnite#PbCl2
108471,SmFe2,Laves(cub)#MgCu2
612100,La2Au,Co2Si
644346,MoSe2,NbS2(hP6)
652524,VSi2,CrSi2
49814,SiO2,Coesite#SiO2
42969,ErSe2,PrOI
32256,FeSe2,Marcasite#FeS2(oP6)
186512,BaCl2,Cotunnite#PbCl2
190370,SiO2,Rutile#TiO2
102612,PrCo2,Laves(cub)#MgCu2
180163,HoMn2,MgCu2(filled)-frame
633680,SmFe2,Laves(cub)#MgCu2
603743,HfSe2,CdI2(hP3)
30327,ZrB2,AlB2
616428,TaBe2,Laves(cub)#MgCu2
648232,TiP2,Co2Si
24352,ZrP2,Co2Si
32530,LaSe2,CeSe2
64776,H2O,H2O(Ih)
260985,UNi2,Laves(2H)#MgZn2
633694,SmFe2,Laves(cub)#MgCu2
68158,SiO2,Rutile#TiO2
603757,HfS2,CdI2(hP3)
261443,Rb2S,Ni2In#Co1.75Ge
30333,SiP2,Pyrite#FeS2(cP12)
199426,NbSb2,MoAs2
247484,CoSn2,CuAl2
259862,SiS2,CdI2(hP3)
102606,NpCo2,Laves(cub)#MgCu2
53870,GeO2,Quartz(low)#SiO2
620830,CeCu2,CeCu2
649886,Zr2Pt,Ti2Ni
5488,SiO2,Faujasite-frame#K92Al92Si100O384
68159,SiO2,Rutile#TiO2
649139,ZnPd2,Co2Si
621291,CeH2,Fluorite#CaF2
651010,SnS2,CdI2(hP3)
259863,SiS2,CdI2(hP3)
180162,HoMn2,MgCu2(filled)-frame
190371,SiO2,Rutile#TiO2
102613,PrCo2,Laves(cub)#MgCu2
612129,Lu2Au,Co2Si
32257,FeSe2,Marcasite#FeS2(oP6)
64777,H2O,H2O(Ih)
106313,BaNa2,Laves(2H)#MgZn2
60511,V2H,1-V2D
629829,DyNi2,MgCu2(filled)-frame
33607,YC2,CaC2-I(I4/mmm)
64987,TiO2,Rutile#TiO2
181532,BaAu2,SmNiSb
103243,ErH2,Fluorite#CaF2
633871,FeTe2,Marcasite#FeS2(oP6)
615108,NpB2,AlB2
198063,CeOs2,Laves(cub)#MgCu2
68165,SiO2,Rutile#TiO2
639390,HoMn2,Laves(cub)#MgCu2
25717,CuSe2,Marcasite#FeS2(oP6)
154469,LuNi2,Laves(cub)#MgCu2
49801,MoS2,MoS2(4H)
173968,HfO2,HfO2
198077,TiCr2,Laves(2H)#MgZn2
158535,SiO2,Rutile#TiO2
421215,PdCl2,PdCl2
601182,TiS2,CdI2(hP3)
631041,ErRu2,Laves(2H)#MgZn2
619915,GdCd2,Cd2Ce
191906,BMo2,CuAl2
83885,UGe2,UGe2
173983,Cu2O,Cuprite#Cu2O
56074,NbH2,Fluorite#CaF2
82543,ZrO2,Baddeleyite#ZrO2(mP12)
635227,Ga2Ru,TiSi2
59421,Nd2In,Ni2In#Co1.75Ge
16336,SiO2,Quartz(low)#SiO2
649844,Y2Pt,TiNiSi#MgSrSi
252739,CaC2,CaC2-II(C12/c1)#ThC2
642905,YMg2,Laves(2H)#MgZn2
102808,Hf2Ni,CuAl2
680488,Cu2O,Cuprite#Cu2O
415629,Mn2As,Cu2Sb
26587,LaC2,CaC2-I(I4/mmm)
42015,LaP2,LaAs2
202668,BeF2,Quartz(high)#SiO2
634105,YFe2,Laves(cub)#MgCu2
163574,SrH2,Ni2In#Co1.75Ge
409228,MoBr2,Mo6Cl12
656780,SnSe2,CdI2(hP3)
619097,W2C,CdI2(hP3)
17014,AlO2,Diaspore#AlO(OH)
632212,TbFe2,MgCu2(filled)-frame
104289,HfW2,Laves(cub)#MgCu2
200731,GeO2,Quartz(low)#SiO2
79915,ZrO2,HfO2
251218,YbBr2,Rutile#TiO2
57430,NbSb2,NbSb2
642939,Mn2Mo,U#Cr0.49Fe0.51
200725,SiO2,Quartz(low)#SiO2
168353,SiO2,Quartz(low)#SiO2
91517,SnO2,Rutile#TiO2
636060,GdNi2,Laves(cub)#MgCu2
88720,NiO2,CoO2
43337,SiRh2,Co2Si
622773,ErCo2,Laves(cub)#MgCu2
199625,SmGa2,AlB2
104074,GdMn2,Laves(cub)#MgCu2
653405,ZrV2,Laves(cub)#MgCu2
63568,MnF2,Rutile#TiO2
651212,TiS2,CdI2(hP3)
630820,ErNi2,Laves(cub)#MgCu2
24623,ThH2,ThH2
647470,SnO2,Rutile#TiO2
24145,SrSi2,SrSi2
647316,PtO2,Rutile#TiO2
262349,SrF2,Cotunnite#PbCl2
106105,Yb2Sn,Ni2In#Co1.75Ge
414084,MgIr2,Laves(2H)#MgZn2
653363,TmZn2,CeCu2
632789,NbFe2,Laves(2H)#MgZn2
104712,LaRu2,Laves(cub)#MgCu2
605125,EuAg2,CeCu2
655706,Cu2Te,Cu2Te(HT)
104706,LaRh2,Laves(cub)#MgCu2
92585,BeI2,SiS2(Ibam)
153886,SiO2,Cristobalite#SiO2
106111,SrTl2,CaIn2
104060,GdIr2,Laves(cub)#MgCu2
653411,ZrV2,Laves(cub)#MgCu2
43684,Ge2Pt,CaCl2
98080,BaO2,Ba(OH)2
52789,CaSi2,CaSi2(hR6)
606376,CeAl2,Laves(cub)#MgCu2
103727,HfGa2,HfGa2
600061,Fe2W,Laves(2H)#MgZn2
626918,TiCr2,Laves(cub)#MgCu2
89827,MgO2,Brucite#Mg(OH)2
645529,NbTe2,CdI2(hP3)
27464,Tl2S,K2SO4(HT)
380496,EuC2,CaC2-I(I4/mmm)
105342,SiNi2,Ni2In#Co1.75Ge
198513,ZrS2,CdI2(hP3)
43690,Ge2Os,OsGe2
609051,AlPd2,Co2Si
606362,CeAl2,Laves(cub)#MgCu2
34418,VO2,Rutile#TiO2
42565,Bi2Pd,CeAlCo
606389,CeAl2,Laves(cub)#MgCu2
54307,Zr2Np,CaHg2
30695,SiP2,Pyrite#FeS2(cP12)
92552,SnO2,Rutile#TiO2
28964,SrCl2,Fluorite#CaF2
174236,P2Ir,FeAsS#CoSb2
40414,SrF2,Fluorite#CaF2
241553,SnO2,Rutile#TiO2
71811,AlO2,Diaspore#AlO(OH)
638501,D2Ti,ThH2
156929,ErMn2,ErMn2H2
24186,RuS2,Pyrite#FeS2(cP12)
42203,CdI2,CdI2(hP30)
291216,SiS2,SiS2
42217,CdI2,CdI2(hP24)
152583,TbCo2,TbFe2
174222,P2Ir,FeAsS#CoSb2
241221,TbCu2,CeCu2
614799,B2Mo,AlB2
59637,GeO2,Quartz(low)#SiO2
621722,CeOs2,Laves(cub)#MgCu2
611839,EuAu2,CeCu2
199802,Si2Mo,CrSi2
107582,YbGa2,SmNiSb
611811,ErAu2,AlCr2#MoSi2
642291,Li2S,Fluorite#CaF2
57154,TiO2,VO2(HT)
104935,NpMn2,Laves(cub)#MgCu2
103096,Cu2Se,SmF2
75487,SiO2,Cristobalite#SiO2
44882,TiO2,Anatase#TiO2
619281,CaGa2,AlB2
87177,NaO2,CaC2-IV(Fm-3m)#KCN
652928,TaV2,Laves(cub)#MgCu2
18131,NbSe2,MoS2(3R)
154737,NdCo2,NdCo2
251191,YbBr2,SrI2
622388,CmO2,Fluorite#CaF2
122879,Mg2Sn,Fluorite#CaF2
617333,CeC2,CaC2-I(I4/mmm)
641175,YIr2,Laves(cub)#MgCu2
641613,LaOs2,Laves(cub)#MgCu2
647262,PbO2,Rutile#TiO2
247095,H2O,H2O(Ih)
189224,Ti2Co,Ti2Ni
198329,PrSi2,ThSi2
643010,Mn2Nb,Laves(2H)#MgZn2
16929,EuN2,Sr(NH2)2
603434,NdFe2,Laves(cub)#MgCu2
78028,LaSi2,ThSi2
641607,LaOs2,Laves(2H)#MgZn2
106065,Sm2Tl,Ni2In#Co1.75Ge
193268,TiO2,Rutile#TiO2
616039,BaPt2,Laves(cub)#MgCu2
26154,ZnCl2,SiS2
110149,HoGa2,AlB2
197740,ZrZn2,Laves(cub)#MgCu2
77455,SiO2,Cristobalite#SiO2
615518,TaB2,AlB2
71024,MnF2,Rutile#TiO2
643038,NdMn2,Laves(2H)#MgZn2
612511,Zr2Au,CuZr2
104882,TbMg2,Laves(2H)#MgZn2
652135,USe2,Cotunnite#PbCl2
36409,TiO2,Brookite#TiO2
96,NbO2,NbO2
172914,TiO2,Anatase#TiO2
193240,TbCo2,Laves(cub)#MgCu2
23762,PbI2,CdI2(hP15)
409837,Mg2Pd,Ti2Ni
629593,DyFe2,Laves(cub)#MgCu2
103121,ThCu2,SmNiSb
16915,BaCl2,Cotunnite#PbCl2
77327,FeO2,Diaspore#AlO(OH)
105550,ThO2,Fluorite#CaF2
197754,Pr2Au,Co2Si
642454,LuNi2,Laves(cub)#MgCu2
103647,TbFe2,Laves(cub)#MgCu2
122851,Mg2Sn,Fluorite#CaF2
38356,PRh2,Fluorite#CaF2
619336,CaH2,Cotunnite#PbCl2
9852,TiO2,Anatase#TiO2
108921,CdI2,CdI2(hP24)
611781,DyAu2,AlCr2#MoSi2
630997,ErRe2,Laves(2H)#MgZn2
42411,CdI2,CdI2(hP42)
612288,Sb2Au,Pyrite#FeS2(cP12)
26183,Nb2Se,Nb2Se
623733,TbCo2,MgCu2(filled)-frame
625342,TaCo2,Laves(cub)#MgCu2
641808,LaS2,PrOI
607849,GdAl2,Laves(cub)#MgCu2
104869,Mg2Sn,Fluorite#CaF2
623727,ScCo2,MgCu2(filled)-frame
624048,LuCo2,Laves(cub)#MgCu2
91885,CaO2,Brucite#Mg(OH)2
80750,BaO2,CaC2-I(I4/mmm)
648838,PdSe2,PdS2
626139,HfCr2,Laves(cub)#MgCu2
24780,TiO2,Rutile#TiO2
630983,ErPt2,Laves(cub)#MgCu2
103848,NdGa2,AlB2
643945,ZrMn2,Laves(2H)#MgZn2
621118,CeGa2,AlB2
607861,GdAl2,Laves(cub)#MgCu2
609694,Zr2Al,Ni2In#Co1.75Ge
15213,Ag2Se,Ag2Se
28838,Pb2O,Cuprite#Cu2O
622405,CmO2,Fluorite#CaF2
61586,ThO2,Fluorite#CaF2
639743,HoSi2,GdSi1.4
656384,SmSb2,SmSb2
242106,TiO2,Anatase#TiO2
643951,ZrMn2,Laves(2H)#MgZn2
37529,DyCo2,Laves(cub)#MgCu2
625183,SmCo2,Laves(cub)#MgCu2
86692,ZrO2,Baddeleyite#ZrO2(mP12)
609469,TbAl2,Laves(cub)#MgCu2
12959,MnSe2,Pyrite#FeS2(cP12)
109140,CaPt2,Laves(cub)#MgCu2
141886,MnTe2,Pyrite#FeS2(cP12)
647706,P2Os,Marcasite#FeS2(oP6)
58850,RbBi2,Laves(cub)#MgCu2
172294,SiO2,Coesite#SiO2
58688,EuGa2,CeCu2
36151,CdO2,Pyrite#FeS2(cP12)
181308,SiO2,PdF2(cP12)
623280,GdCo2,Laves(cub)#MgCu2
165924,TiO2,Rutile#TiO2
619108,YC2,CaC2-I(I4/mmm)
107,Te2I,Te2Br
622820,ErCo2,MgCu2(filled)-frame
402584,NaSe2,Na2S4
26430,SiO2,Quartz(high)#SiO2
94282,MgF2,PdF2(cP12)
66014,AgF2,AgF2
108262,CePt2,Laves(cub)#MgCu2
26418,ZrI2,MoTe2
652451,TmSi2,AlB2
197542,Zr2Co,CuAl2
648409,PuPb2,HfGa2
25663,LaSi2,ThSi2
262771,SnO2,Rutile#TiO2
37267,D2Yb,Cotunnite#PbCl2
643548,ScMn2,Laves(2H)#MgZn2
198103,NiS2,Pyrite#FeS2(cP12)
23574,Ti2O,CdI2(hP3)
646356,NiS2,Pyrite#FeS2(cP12)
617694,EuC2,CaC2-I(I4/mmm)
52366,MgBr2,CdI2(hP3)
42175,CdI2,CdI2(hP27)
621326,CeRu2,MgCu2(filled)-frame
94255,MgB2,AlB2
69496,TaS2,NbS2(SmS)1.19_misfit(NbS2_part)
199590,HoCo2,MgCu2(filled)-frame
42613,CoAs2,FeAsS#CoSb2
610845,Mn2As,Cu2Sb
628302,LuCu2,CeCu2
42607,P2Ru,Marcasite#FeS2(oP6)
24582,H2S,Fluorite#CaF2
45168,SiO2,Coesite#SiO2
620992,CeFe2,Laves(cub)#MgCu2
625632,YCo2,Laves(cub)#MgCu2
56672,SnO2,Rutile#TiO2
105975,YRh2,Laves(cub)#MgCu2
10141,VO2,Rutile#TiO2
52372,FeS2,Pyrite#FeS2(cP12)
108289,Co2Ge,Ni2In#Co1.75Ge
105785,Sc2Pt,TiNiSi#MgSrSi
121633,TiO2,Anatase#TiO2
609496,ThAl2,SmNiSb
166578,Cu2S,Cu2S(HT)
64830,FeCl2,CdCl2(3R)
89238,NbS2,NbS2(oS6)
652492,VSi2,CrSi2
622175,CeSi2,ThSi2
102798,Tl2Au,CuAl2
5271,PbF2,Fluorite#CaF2
28384,CdI2,CdI2(hP39)
254200,TcO2,MoO2#VO2
150960,CeMg2,Laves(cub)#MgCu2
169887,Re2N,Re2N
651831,ScTc2,Laves(2H)#MgZn2
157969,CuO2,"((Sr,Ca)4Cu4O6).7(CuO2)2"
624276,NbCo2,Laves(cub)#MgCu2
105791,Sn2Pt,Fluorite#CaF2
152811,Fe2N,Fe2N-zeta
53068,CoS2,Pyrite#FeS2(cP12)
412988,HgI2,HgI2(oS12)
603829,Fe2B,CuAl2
59545,Tb2In,Ni2In#Co1.75Ge
56676,SnO2,CaCl2
2526,CrP2,OsGe2
291602,CrO2,NaCl(defect)
42603,FeAs2,Marcasite#FeS2(oP6)
15983,ZrO2,Baddeleyite#ZrO2(mP12)
150958,Ga2Au,Fluorite#CaF2
638115,Ge2W,Co2Si
24592,SiSe2,SiS2(Ibam)
199594,ErNi2,MgCu2(filled)-frame
42171,CdI2,CdI2(hP30)
54713,CrSb2,Marcasite#FeS2(oP6)
44500,ThGe2,ThSi2
94279,MgF2,CaCl2
622603,DyCo2,Laves(cub)#MgCu2
180953,PbF2,Fluorite#CaF2
603815,CeNi2,Laves(cub)#MgCu2
169883,Re2N,Re2N
150964,GdFe2,Laves(cub)#MgCu2
629030,CuSe2,Pyrite#FeS2(cP12)
66789,ZrO2,Zirconia#ZrO2(HT)
642849,Mg2Sn,Laves(cub)#MgCu2
642691,MgNi2,Laves(4H)#MgNi2
189977,PbO2,MnO2
77690,ThO2,Fluorite#CaF2
155808,MgH2,PbO2#Fe2N.94
200641,MnF2,Rutile#TiO2
150970,CsBi2,Laves(cub)#MgCu2
121637,TiO2,Brookite#TiO2
27919,Cs2O,CdCl2(3R)
634075,YFe2,Laves(cub)#MgCu2
58115,AlPd2,Co2Si
29934,SiO2,Quartz(low)#SiO2
197208,Ti2Zn,CuZr2
94286,MgF2,PdF2(cP12)
637597,PrGe2,ThSi2
657263,TbFe2,Laves(cub)#MgCu2
100612,SnS2,CdI2(hP3)
35448,CdI2,CdI2(hP36)
150743,YMn2,Laves(cub)#MgCu2
165920,TiO2,Rutile#TiO2
199543,YbTe2,PrOI
104306,LaHg2,CaHg2
605531,LuAg2,AlCr2#MoSi2
172290,SiO2,Coesite#SiO2
79642,GeO2,Quartz(low)#SiO2
141882,MnTe2,Pyrite#FeS2(cP12)
651606,TbSb2,SmSb2
30242,CoAs2,FeAsS#CoSb2
199231,NbSi2,CrSi2
605257,GdAg2,AlCr2#MoSi2
104460,HoZn2,CeCu2
77109,Sb2Pd,Pyrite#FeS2(cP12)
619656,CeCd2,Cd2Ce
103327,DyMn2,Laves(cub)#MgCu2
108514,Mg2Ge,Laves(cub)#MgCu2
22108,NiI2,CdCl2(3R)
25667,SmSi2,ThSi2
652455,TmSi2,AlB2
77653,PrO2,Fluorite#CaF2
103333,DyNi2,Laves(cub)#MgCu2
652333,TaSi2,CrSi2
108266,CeSe2,CeSe2
647058,YNi2,Laves(cub)#MgCu2
639592,Ho2Pt,TiNiSi#MgSrSi
108931,CdI2,CdI2(hP45)
150582,CdCu2,Laves(4H)#MgNi2
160441,SiO2,Si64O128
412234,SeO2,SeO2(oP24)
58459,GaAu2,Pd2As
197977,ZrB2,AlB2
257533,EuGe2,EuGe2#PtTe2
625352,TaCo2,Laves(4H)#MgNi2
93728,AlO2,FeOOH
633530,FeSi2,FeSi2(oS48)
109391,NiO2,Brucite#Mg(OH)2
30083,Ba2Cd,CuZr2
623737,TmCo2,MgCu2(filled)-frame
626129,ZrCr2,Mn2ZrHx-frame#MgZn2
42415,FeS2,Marcasite#FeS2(oP6)
166024,CrO2,Rutile#TiO2
630993,ErRe2,Laves(2H)#MgZn2
108925,CdI2,CdI2(hP21)
76940,NiAs2,Marcasite#FeS2(oP6)
643955,ZrMn2,Laves(2H)#MgZn2
103680,UFe2,Laves(cub)#MgCu2
202240,TiO2,Rutile#TiO2
630763,ErMn2,Laves(2H)#MgZn2
181697,YCo2,MgCu2(filled)-frame
104689,LaOs2,Laves(cub)#MgCu2
639753,HoSn2,ZrSi2
620564,ThCd2,CaHg2
108919,CdI2,CdI2(hP24)
246416,CaCl2,CaCl2
58471,Hf2Au,CuZr2
624931,Sc2Co,CuAl2
122869,Mg2Si,Fluorite#CaF2
643772,TbMn2,Laves(cub)#MgCu2
154727,NdCo2,Laves(cub)#MgCu2
14684,ThO2,Fluorite#CaF2
647514,TeO2,Cristobalite#SiO2
24021,MnTe2,Pyrite#FeS2(cP12)
150227,MgPd2,Co2Si
198339,TaFe2,Laves(2H)#MgZn2
20247,TbSi2,AlB2
625391,TbCo2,Laves(cub)#MgCu2
26622,MoS2,MoS2(3R)
94090,SiO2,SiO2(mP12)
20253,LuSi2,AlB2
403488,ZrO2,Baddeleyite#ZrO2(mP12)
653213,ZrTe2,CdI2(hP3)
189220,CoSi2,Fluorite#CaF2
76015,Ta2N,CdI2(hP3)
106075,Sr2Sn,TiNiSi#MgSrSi
626854,TaCr2,Laves(cub)#MgCu2
651404,YS2,PrOI
647500,TbO2,Fluorite#CaF2
7853,BaSi2,BaSi2(oP24)
615520,TaB2,AlB2
251195,YbBr2,SrI2
154733,NdCo2,Co2Nd
101054,ScH2,Fluorite#CaF2
610470,Fe2As,Cu2Sb
107425,GdGa2,AlB2
609121,Al2Pt,Fluorite#CaF2
647528,ThO2,Fluorite#CaF2
615508,TaB2,AlB2
66548,GaCl2,Ga(GaCl4)
122855,Mg2Si,Fluorite#CaF2
197036,HfNi2,Laves(cub)#MgCu2
280294,LaAs2,LaAs2
629597,DyFe2,Laves(cub)#MgCu2
609647,YAl2,Laves(cub)#MgCu2
619440,CaNi2,Laves(cub)#MgCu2
629583,DyFe2,Laves(cub)#MgCu2
108064,MgB2,AlB2
609653,YAl2,Laves(cub)#MgCu2
198311,CeO2,Fluorite#CaF2
67124,SiO2,Quartz(low)#SiO2
197744,BMo2,CuAl2
102549,NbCo2,Laves(cub)#MgCu2
610464,Fe2As,Cu2Sb
44104,D2O,H2O(VIII)
59633,GeO2,Quartz(low)#SiO2
174226,P2Rh,FeAsS#CoSb2
152587,TbCo2,Laves(cub)#MgCu2
631253,EuGa2,CeCu2
42213,CdI2,CdI2(hP21)
42207,CdI2,"CdI2(hP9,P3m1)"
638505,TiH2,Fluorite#CaF2
90341,NiGe2,NiGe2
174232,P2Ir,FeAsS#CoSb2
246238,BaGa2,AlB2
16656,ThSb2,PrOI
603593,ZrAl2,Laves(2H)#MgZn2
56272,Pb2Au,CuAl2
632028,Fe2Ge,Ni2In#Co1.75Ge
59627,GeO2,Quartz(low)#SiO2
617280,BkO2,Fluorite#CaF2
108689,PrRh2,Laves(cub)#MgCu2
631521,EuPd2,Laves(cub)#MgCu2
247668,D2Er,Fluorite#CaF2
241219,TbCu2,CeCu2
202452,LaI2,CuZr2
75483,SiO2,Cristobalite#SiO2
252265,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
53322,Cu2O,Cuprite#Cu2O
41726,CrSb2,Marcasite#FeS2(oP6)
41732,MgO2,Pyrite#FeS2(cP12)
638539,YH2,Fluorite#CaF2
24800,SiP2,Pyrite#FeS2(cP12)
86279,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
609082,PrAl2,Laves(cub)#MgCu2
103938,PuGa2,AlB2
603222,ZrCo2,Laves(cub)#MgCu2
653415,ZrV2,Laves(cub)#MgCu2
624845,CoS2,Pyrite#FeS2(cP12)
62666,GaBr2,Ga2I4
648753,PdS2,PdS2
34420,VO2,Rutile#TiO2
22242,HgI2,HgI2(oS12)
108886,Li2O,Fluorite#CaF2
651564,Sm2Sb,La2Sb
641777,LaRu2,Laves(cub)#MgCu2
637839,ScGe2,ZrSi2
14096,BaGe2,ThSi2
24155,Te2Mo,MoS2(4H)
76175,VO2,Diaspore#AlO(OH)
199153,ThAu2,CaHg2
36545,MnS2,Pyrite#FeS2(cP12)
26756,FeS2,Marcasite#FeS2(oP6)
150347,EuBi2,HfGa2
90382,CeTe2,CeTe2
182201,PrO2,Fluorite#CaF2
648021,PRu2,TiNiSi#MgSrSi
254199,TcO2,MoO2#VO2
647474,SrO2,CaC2-I(I4/mmm)
648747,PdS2,PdS2
630824,ErNi2,Laves(cub)#MgCu2
618170,LaC2,CaC2-I(I4/mmm)
68439,Ag2F,Ag2F
616175,Ba2Zn,CuZr2
606366,CeAl2,Laves(cub)#MgCu2
9922,AgF2,AgF2
618158,LaC2,CaC2-I(I4/mmm)
644155,MoPt2,MoPt2
28753,CeO2,Fluorite#CaF2
27460,Na2S,K2SO4(HT)
612475,Yb2Au,TiNiSi#MgSrSi
105420,Ti2Ni,Ti2Ni
649317,Pr2Sb,La2Sb
89823,MgO2,Brucite#Mg(OH)2
262365,NpN2,Fluorite#CaF2
609733,Zr2Al,Ni2In#Co1.75Ge
426768,GdSn2,ZrSi2
652045,TiSe2,CdI2(hP3)
107545,MgZn2,Laves(2H)#MgZn2
409562,LaGa2,AlB2
26583,NaO2,NaO2
642901,YMg2,Laves(2H)#MgZn2
162120,Mg2Ni,Mg2Ni
42777,PO2,P4O8
630429,ErFe2,Laves(cub)#MgCu2
44306,GdB2,AlB2
90631,Ca2N,Sr2N
252729,CaC2,CaC2-I(I4/mmm)
16332,SiO2,Quartz(low)#SiO2
251220,YbBr2,Rutile#TiO2
615695,BW2,CuAl2
625030,CoSi2,Fluorite#CaF2
46263,PbF2,Cotunnite#PbCl2
603791,TiTe2,CdI2(hP3)
191902,Ta2B,CuAl2
281217,SiO2,Ferrierite(oP)-frame#Si36O72
52216,YS2,Laves(cub)#MgCu2
100941,Cr2As,Cu2Sb
55551,TmMg2,Laves(2H)#MgZn2
640694,Y2In,Ni2In#Co1.75Ge
251208,YbBr2,PbO2#Fe2N.94
200721,SiO2,Quartz(low)#SiO2
51051,ZrO2,Zirconia#ZrO2(HT)
200735,GeO2,Quartz(low)#SiO2
647689,ZrO2,Fluorite#CaF2
183484,DyCu2,CeCu2
252715,CaC2,CaC2-II(C12/c1)#ThC2
43327,D2Zr,Fluorite#CaF2
612878,Co2B,CuAl2
163570,SrH2,Ni2In#Co1.75Ge
653171,Te2W,WTe2
638908,HfSi2,ZrSi2
107009,TiAl2,HfGa2
150637,DyAg2,AlCr2#MoSi2
32253,FeSe2,Marcasite#FeS2(oP6)
100000,NbSi2,CrSi2
635592,UGa2,AlB2
180166,HoMn2,MgCu2(filled)-frame
58920,Ca2Pb,TiNiSi#MgSrSi
180172,HoMn2,MgCu2(filled)-frame
32247,FeSe2,Marcasite#FeS2(oP6)
646568,Si2Ni,Fluorite#CaF2
34636,SiO2,Quartz(low)#SiO2
96297,D2Ti,Fluorite#CaF2
102165,CeGa2,AlB2
644419,Si2Mo,CrSi2
45781,ZrTe2,CdI2(hP3)
158531,SiO2,Rutile#TiO2
57385,HfO2,Baddeleyite#ZrO2(mP12)
77055,Cu2Te,Cu2Te(HT)
37471,TmAl2,Laves(cub)#MgCu2
15808,Ti2Ni,Ti2Ni
639394,HoMn2,Laves(cub)#MgCu2
291945,HoAl2,Laves(cub)#MgCu2
197432,VSi2,CrSi2
153470,SiO2,SiO2(oP72)
652247,ZrSe2,CdI2(hP3)
26568,ThC2,CaC2-II(C12/c1)#ThC2
51938,TiO2,Rutile#TiO2
68161,SiO2,Rutile#TiO2
198067,YbRu2,Laves(2H)#MgZn2
644425,Si2Mo,AlCr2#MoSi2
49810,D2O,"H2O(III,IX)"
639381,HoMg2,Laves(2H)#MgZn2
291944,TbAl2,Laves(cub)#MgCu2
25706,TeO2,Cristobalite#SiO2
157617,ZrO2,Zirconia#ZrO2(HT)
103246,ErHg2,CaHg2
239610,PrSe2,LaS2(tP24)
198066,Nb2C,hcp(filled)#Nb2N
68160,SiO2,Rutile#TiO2
197355,SmFe2,Laves(cub)#MgCu2
51939,TiO2,Rutile#TiO2
153471,SiO2,SiO2(mS144)
26569,ThSi2,AlB2
103252,Er2In,Ni2In#Co1.75Ge
61636,UO2,Fluorite#CaF2
604014,GdCu2,CeCu2
158530,SiO2,Rutile#TiO2
641548,LaNi2,Laves(cub)#MgCu2
616410,Be2Ru,Laves(2H)#MgZn2
639395,HoMn2,Laves(cub)#MgCu2
291950,ZrV2,MgCu2(filled)-frame
182994,SiO2,SiO2(mP54)
634869,GaNi2,Ni2In#Co1.75Ge
42979,Mn2N,Fe2N-zeta
32246,FeSe2,Marcasite#FeS2(oP6)
238254,Sb2Os,Marcasite#FeS2(oP6)
180173,HoMn2,MgCu2(filled)-frame
196711,W2C,hcp(filled)#Nb2N
615657,VB2,AlB2
